age,relationship,education,race,sex,hours-per-week,income,income
"(20, 25]", Husband, HS-grad, Black, Male,"(20, 30]", <=50K,1
"(20, 25]", Husband, HS-grad, Black, Male,"(30, 40]", <=50K,8
"(20, 25]", Husband, HS-grad, Black, Male,"(40, 50]", <=50K,1
"(20, 25]", Husband, HS-grad, Black, Male,"(60, 70]", <=50K,1
"(20, 25]", Husband, HS-grad, Other, Male,"(30, 40]", <=50K,1
"(20, 25]", Husband, HS-grad, Other, Male,"(40, 50]", <=50K,1
"(20, 25]", Husband, HS-grad, White, Male,"(10, 20]", <=50K,1
"(20, 25]", Husband, HS-grad, White, Male,"(20, 30]", <=50K,5
"(20, 25]", Husband, HS-grad, White, Male,"(30, 40]", <=50K,83
"(20, 25]", Husband, HS-grad, White, Male,"(30, 40]", >50K,4
"(20, 25]", Husband, HS-grad, White, Male,"(40, 50]", <=50K,31
"(20, 25]", Husband, HS-grad, White, Male,"(40, 50]", >50K,4
"(20, 25]", Husband, HS-grad, White, Male,"(50, 60]", <=50K,8
"(20, 25]", Husband, HS-grad, White, Male,"(50, 60]", >50K,1
"(20, 25]", Husband, HS-grad, White, Male,"(70, 80]", <=50K,1
"(20, 25]", Husband, HS-grad, White, Male,"(70, 80]", >50K,1
"(20, 25]", Husband, HS-grad, White, Male,"(80, 90]", <=50K,1
"(20, 25]", Husband, HS-grad, White, Male,"(80, 90]", >50K,1
"(20, 25]", Husband, Masters, White, Male,"(30, 40]", <=50K,2
"(20, 25]", Husband, Some-college, Amer-Indian-Eskimo, Male,"(20, 30]", <=50K,1
"(20, 25]", Husband, Some-college, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(20, 25]", Husband, Some-college, Black, Male,"(10, 20]", <=50K,1
"(20, 25]", Husband, Some-college, Black, Male,"(30, 40]", <=50K,7
"(20, 25]", Husband, Some-college, Black, Male,"(30, 40]", >50K,1
"(20, 25]", Husband, Some-college, Black, Male,"(40, 50]", <=50K,2
"(20, 25]", Husband, Some-college, White, Male,"(10, 20]", <=50K,4
"(20, 25]", Husband, Some-college, White, Male,"(20, 30]", <=50K,6
"(20, 25]", Husband, Some-college, White, Male,"(30, 40]", <=50K,49
"(20, 25]", Husband, Some-college, White, Male,"(30, 40]", >50K,6
"(20, 25]", Husband, Some-college, White, Male,"(40, 50]", <=50K,11
"(20, 25]", Husband, Some-college, White, Male,"(40, 50]", >50K,5
"(20, 25]", Husband, Some-college, White, Male,"(50, 60]", <=50K,7
"(20, 25]", Husband, Some-college, White, Male,"(50, 60]", >50K,2
"(20, 25]", Husband, Some-college, White, Male,"(60, 70]", <=50K,2
"(20, 25]", Husband, Some-college, White, Male,"(60, 70]", >50K,1
"(20, 25]", Husband, Some-college, White, Male,"(70, 80]", >50K,1
"(20, 25]", Not-in-family, 10th, Amer-Indian-Eskimo, Male,"(80, 90]", <=50K,1
"(20, 25]", Not-in-family, 10th, White, Female,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, 10th, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Not-in-family, 10th, White, Female,"(30, 40]", <=50K,6
"(20, 25]", Not-in-family, 10th, White, Male,"(20, 30]", <=50K,2
"(20, 25]", Not-in-family, 10th, White, Male,"(30, 40]", <=50K,5
"(20, 25]", Not-in-family, 10th, White, Male,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, 10th, White, Male,"(50, 60]", <=50K,1
"(20, 25]", Not-in-family, 11th, Asian-Pac-Islander, Male,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, 11th, Black, Female,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, 11th, Black, Male,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, 11th, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Not-in-family, 11th, White, Female,"(30, 40]", <=50K,3
"(20, 25]", Not-in-family, 11th, White, Male,"(30, 40]", <=50K,8
"(20, 25]", Not-in-family, 11th, White, Male,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, 11th, White, Male,"(60, 70]", <=50K,1
"(20, 25]", Not-in-family, 11th, White, Male,"(90, 100]", <=50K,1
"(20, 25]", Not-in-family, 12th, Amer-Indian-Eskimo, Male,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, 12th, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Not-in-family, 12th, White, Female,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, 12th, White, Male,"(30, 40]", <=50K,7
"(20, 25]", Not-in-family, 12th, White, Male,"(40, 50]", <=50K,2
"(20, 25]", Not-in-family, 12th, White, Male,"(40, 50]", >50K,1
"(20, 25]", Not-in-family, 5th-6th, White, Male,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, 7th-8th, White, Male,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, 9th, White, Female,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, 9th, White, Male,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, 9th, White, Male,"(30, 40]", <=50K,3
"(20, 25]", Not-in-family, Assoc-acdm, Black, Female,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, Assoc-acdm, Black, Female,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, Assoc-acdm, White, Female,"(0, 10]", <=50K,1
"(20, 25]", Not-in-family, Assoc-acdm, White, Female,"(10, 20]", <=50K,4
"(20, 25]", Not-in-family, Assoc-acdm, White, Female,"(20, 30]", <=50K,6
"(20, 25]", Not-in-family, Assoc-acdm, White, Female,"(30, 40]", <=50K,5
"(20, 25]", Not-in-family, Assoc-acdm, White, Female,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, Assoc-acdm, White, Male,"(10, 20]", <=50K,2
"(20, 25]", Not-in-family, Assoc-acdm, White, Male,"(20, 30]", <=50K,3
"(20, 25]", Not-in-family, Assoc-acdm, White, Male,"(30, 40]", <=50K,7
"(20, 25]", Not-in-family, Assoc-acdm, White, Male,"(40, 50]", <=50K,7
"(20, 25]", Not-in-family, Assoc-acdm, White, Male,"(40, 50]", >50K,1
"(20, 25]", Not-in-family, Assoc-acdm, White, Male,"(50, 60]", <=50K,4
"(20, 25]", Not-in-family, Assoc-voc, Amer-Indian-Eskimo, Male,"(70, 80]", <=50K,1
"(20, 25]", Not-in-family, Assoc-voc, Black, Female,"(20, 30]", <=50K,1
"(20, 25]", Not-in-family, Assoc-voc, White, Female,"(20, 30]", <=50K,5
"(20, 25]", Not-in-family, Assoc-voc, White, Female,"(30, 40]", <=50K,15
"(20, 25]", Not-in-family, Assoc-voc, White, Female,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, Assoc-voc, White, Male,"(20, 30]", <=50K,4
"(20, 25]", Not-in-family, Assoc-voc, White, Male,"(20, 30]", >50K,1
"(20, 25]", Not-in-family, Assoc-voc, White, Male,"(30, 40]", <=50K,7
"(20, 25]", Not-in-family, Assoc-voc, White, Male,"(30, 40]", >50K,1
"(20, 25]", Not-in-family, Assoc-voc, White, Male,"(40, 50]", <=50K,4
"(20, 25]", Not-in-family, Assoc-voc, White, Male,"(50, 60]", <=50K,4
"(20, 25]", Not-in-family, Bachelors, Amer-Indian-Eskimo, Female,"(30, 40]", >50K,1
"(20, 25]", Not-in-family, Bachelors, Asian-Pac-Islander, Female,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, Bachelors, Asian-Pac-Islander, Female,"(30, 40]", <=50K,3
"(20, 25]", Not-in-family, Bachelors, Asian-Pac-Islander, Male,"(30, 40]", <=50K,3
"(20, 25]", Not-in-family, Bachelors, Black, Female,"(10, 20]", <=50K,2
"(20, 25]", Not-in-family, Bachelors, Black, Female,"(30, 40]", <=50K,5
"(20, 25]", Not-in-family, Bachelors, Black, Female,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, Bachelors, Black, Male,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, Bachelors, Black, Male,"(30, 40]", <=50K,3
"(20, 25]", Not-in-family, Bachelors, Other, Female,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, Bachelors, White, Female,"(0, 10]", <=50K,3
"(20, 25]", Not-in-family, Bachelors, White, Female,"(10, 20]", <=50K,12
"(20, 25]", Not-in-family, Bachelors, White, Female,"(20, 30]", <=50K,11
"(20, 25]", Not-in-family, Bachelors, White, Female,"(30, 40]", <=50K,77
"(20, 25]", Not-in-family, Bachelors, White, Female,"(30, 40]", >50K,2
"(20, 25]", Not-in-family, Bachelors, White, Female,"(40, 50]", <=50K,18
"(20, 25]", Not-in-family, Bachelors, White, Female,"(50, 60]", <=50K,3
"(20, 25]", Not-in-family, Bachelors, White, Female,"(60, 70]", <=50K,1
"(20, 25]", Not-in-family, Bachelors, White, Male,"(0, 10]", <=50K,1
"(20, 25]", Not-in-family, Bachelors, White, Male,"(10, 20]", <=50K,6
"(20, 25]", Not-in-family, Bachelors, White, Male,"(20, 30]", <=50K,11
"(20, 25]", Not-in-family, Bachelors, White, Male,"(30, 40]", <=50K,68
"(20, 25]", Not-in-family, Bachelors, White, Male,"(30, 40]", >50K,3
"(20, 25]", Not-in-family, Bachelors, White, Male,"(40, 50]", <=50K,25
"(20, 25]", Not-in-family, Bachelors, White, Male,"(40, 50]", >50K,1
"(20, 25]", Not-in-family, Bachelors, White, Male,"(50, 60]", <=50K,5
"(20, 25]", Not-in-family, Bachelors, White, Male,"(50, 60]", >50K,2
"(20, 25]", Not-in-family, Bachelors, White, Male,"(60, 70]", <=50K,2
"(20, 25]", Not-in-family, Bachelors, White, Male,"(70, 80]", <=50K,1
"(20, 25]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,2
"(20, 25]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Female,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,2
"(20, 25]", Not-in-family, HS-grad, Black, Female,"(30, 40]", <=50K,6
"(20, 25]", Not-in-family, HS-grad, Black, Male,"(20, 30]", <=50K,2
"(20, 25]", Not-in-family, HS-grad, Black, Male,"(30, 40]", <=50K,8
"(20, 25]", Not-in-family, HS-grad, Black, Male,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, HS-grad, Black, Male,"(40, 50]", >50K,1
"(20, 25]", Not-in-family, HS-grad, Black, Male,"(70, 80]", <=50K,1
"(20, 25]", Not-in-family, HS-grad, Other, Female,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, HS-grad, White, Female,"(0, 10]", <=50K,1
"(20, 25]", Not-in-family, HS-grad, White, Female,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, HS-grad, White, Female,"(20, 30]", <=50K,17
"(20, 25]", Not-in-family, HS-grad, White, Female,"(30, 40]", <=50K,71
"(20, 25]", Not-in-family, HS-grad, White, Female,"(40, 50]", <=50K,13
"(20, 25]", Not-in-family, HS-grad, White, Female,"(40, 50]", >50K,1
"(20, 25]", Not-in-family, HS-grad, White, Female,"(50, 60]", <=50K,4
"(20, 25]", Not-in-family, HS-grad, White, Male,"(0, 10]", <=50K,2
"(20, 25]", Not-in-family, HS-grad, White, Male,"(10, 20]", <=50K,2
"(20, 25]", Not-in-family, HS-grad, White, Male,"(20, 30]", <=50K,8
"(20, 25]", Not-in-family, HS-grad, White, Male,"(30, 40]", <=50K,103
"(20, 25]", Not-in-family, HS-grad, White, Male,"(40, 50]", <=50K,42
"(20, 25]", Not-in-family, HS-grad, White, Male,"(50, 60]", <=50K,9
"(20, 25]", Not-in-family, HS-grad, White, Male,"(60, 70]", <=50K,4
"(20, 25]", Not-in-family, HS-grad, White, Male,"(70, 80]", <=50K,2
"(20, 25]", Not-in-family, Masters, Black, Female,"(30, 40]", <=50K,2
"(20, 25]", Not-in-family, Masters, White, Female,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, Masters, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Not-in-family, Masters, White, Female,"(30, 40]", <=50K,6
"(20, 25]", Not-in-family, Masters, White, Female,"(40, 50]", <=50K,2
"(20, 25]", Not-in-family, Masters, White, Male,"(10, 20]", <=50K,2
"(20, 25]", Not-in-family, Masters, White, Male,"(20, 30]", <=50K,1
"(20, 25]", Not-in-family, Masters, White, Male,"(30, 40]", <=50K,3
"(20, 25]", Not-in-family, Masters, White, Male,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, Masters, White, Male,"(50, 60]", <=50K,2
"(20, 25]", Not-in-family, Masters, White, Male,"(90, 100]", >50K,1
"(20, 25]", Not-in-family, Prof-school, White, Female,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, Prof-school, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Not-in-family, Some-college, Amer-Indian-Eskimo, Female,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, Some-college, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, Some-college, Asian-Pac-Islander, Female,"(20, 30]", <=50K,1
"(20, 25]", Not-in-family, Some-college, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, Some-college, Asian-Pac-Islander, Male,"(20, 30]", >50K,1
"(20, 25]", Not-in-family, Some-college, Asian-Pac-Islander, Male,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, Some-college, Black, Female,"(10, 20]", <=50K,2
"(20, 25]", Not-in-family, Some-college, Black, Female,"(20, 30]", <=50K,2
"(20, 25]", Not-in-family, Some-college, Black, Female,"(30, 40]", <=50K,1
"(20, 25]", Not-in-family, Some-college, Black, Female,"(30, 40]", >50K,1
"(20, 25]", Not-in-family, Some-college, Black, Female,"(40, 50]", <=50K,1
"(20, 25]", Not-in-family, Some-college, Black, Male,"(10, 20]", <=50K,2
"(20, 25]", Not-in-family, Some-college, Black, Male,"(20, 30]", <=50K,2
"(20, 25]", Not-in-family, Some-college, Black, Male,"(30, 40]", <=50K,10
"(20, 25]", Not-in-family, Some-college, Black, Male,"(40, 50]", <=50K,2
"(20, 25]", Not-in-family, Some-college, Other, Female,"(30, 40]", <=50K,3
"(20, 25]", Not-in-family, Some-college, Other, Male,"(10, 20]", <=50K,1
"(20, 25]", Not-in-family, Some-college, White, Female,"(0, 10]", <=50K,5
"(20, 25]", Not-in-family, Some-college, White, Female,"(10, 20]", <=50K,15
"(20, 25]", Not-in-family, Some-college, White, Female,"(20, 30]", <=50K,26
"(20, 25]", Not-in-family, Some-college, White, Female,"(30, 40]", <=50K,60
"(20, 25]", Not-in-family, Some-college, White, Female,"(40, 50]", <=50K,13
"(20, 25]", Not-in-family, Some-college, White, Female,"(50, 60]", <=50K,6
"(20, 25]", Not-in-family, Some-college, White, Female,"(70, 80]", <=50K,1
"(20, 25]", Not-in-family, Some-college, White, Male,"(0, 10]", <=50K,2
"(20, 25]", Not-in-family, Some-college, White, Male,"(10, 20]", <=50K,13
"(20, 25]", Not-in-family, Some-college, White, Male,"(20, 30]", <=50K,18
"(20, 25]", Not-in-family, Some-college, White, Male,"(30, 40]", <=50K,70
"(20, 25]", Not-in-family, Some-college, White, Male,"(30, 40]", >50K,2
"(20, 25]", Not-in-family, Some-college, White, Male,"(40, 50]", <=50K,31
"(20, 25]", Not-in-family, Some-college, White, Male,"(40, 50]", >50K,2
"(20, 25]", Not-in-family, Some-college, White, Male,"(50, 60]", <=50K,6
"(20, 25]", Not-in-family, Some-college, White, Male,"(60, 70]", <=50K,3
"(20, 25]", Other-relative, 10th, Other, Male,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, 10th, White, Male,"(20, 30]", <=50K,1
"(20, 25]", Other-relative, 11th, White, Female,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, 11th, White, Male,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, 12th, White, Male,"(30, 40]", <=50K,3
"(20, 25]", Other-relative, 12th, White, Male,"(50, 60]", <=50K,1
"(20, 25]", Other-relative, 1st-4th, White, Male,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, 7th-8th, White, Male,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, 9th, White, Male,"(20, 30]", <=50K,1
"(20, 25]", Other-relative, 9th, White, Male,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, Assoc-acdm, White, Male,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, Assoc-voc, White, Female,"(30, 40]", <=50K,2
"(20, 25]", Other-relative, Bachelors, Asian-Pac-Islander, Female,"(10, 20]", <=50K,1
"(20, 25]", Other-relative, Bachelors, Black, Female,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, Bachelors, White, Female,"(0, 10]", <=50K,1
"(20, 25]", Other-relative, Bachelors, White, Female,"(10, 20]", <=50K,1
"(20, 25]", Other-relative, Bachelors, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Other-relative, Bachelors, White, Female,"(30, 40]", <=50K,3
"(20, 25]", Other-relative, Bachelors, White, Female,"(40, 50]", <=50K,1
"(20, 25]", Other-relative, Bachelors, White, Male,"(10, 20]", <=50K,1
"(20, 25]", Other-relative, Bachelors, White, Male,"(30, 40]", <=50K,4
"(20, 25]", Other-relative, HS-grad, Black, Female,"(20, 30]", <=50K,1
"(20, 25]", Other-relative, HS-grad, Black, Female,"(30, 40]", <=50K,2
"(20, 25]", Other-relative, HS-grad, Black, Male,"(20, 30]", <=50K,1
"(20, 25]", Other-relative, HS-grad, Black, Male,"(30, 40]", <=50K,7
"(20, 25]", Other-relative, HS-grad, Black, Male,"(40, 50]", <=50K,1
"(20, 25]", Other-relative, HS-grad, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Other-relative, HS-grad, White, Female,"(30, 40]", <=50K,10
"(20, 25]", Other-relative, HS-grad, White, Female,"(40, 50]", <=50K,2
"(20, 25]", Other-relative, HS-grad, White, Female,"(40, 50]", >50K,1
"(20, 25]", Other-relative, HS-grad, White, Female,"(50, 60]", <=50K,1
"(20, 25]", Other-relative, HS-grad, White, Male,"(10, 20]", <=50K,2
"(20, 25]", Other-relative, HS-grad, White, Male,"(20, 30]", <=50K,3
"(20, 25]", Other-relative, HS-grad, White, Male,"(30, 40]", <=50K,28
"(20, 25]", Other-relative, HS-grad, White, Male,"(40, 50]", <=50K,6
"(20, 25]", Other-relative, HS-grad, White, Male,"(50, 60]", <=50K,2
"(20, 25]", Other-relative, HS-grad, White, Male,"(70, 80]", <=50K,1
"(20, 25]", Other-relative, Some-college, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(20, 25]", Other-relative, Some-college, Black, Female,"(0, 10]", <=50K,1
"(20, 25]", Other-relative, Some-college, Black, Female,"(10, 20]", <=50K,1
"(20, 25]", Other-relative, Some-college, Black, Female,"(30, 40]", <=50K,3
"(20, 25]", Other-relative, Some-college, Black, Male,"(10, 20]", <=50K,2
"(20, 25]", Other-relative, Some-college, Black, Male,"(20, 30]", <=50K,2
"(20, 25]", Other-relative, Some-college, White, Female,"(10, 20]", <=50K,3
"(20, 25]", Other-relative, Some-college, White, Female,"(20, 30]", <=50K,2
"(20, 25]", Other-relative, Some-college, White, Female,"(30, 40]", <=50K,5
"(20, 25]", Other-relative, Some-college, White, Female,"(40, 50]", <=50K,2
"(20, 25]", Other-relative, Some-college, White, Male,"(10, 20]", <=50K,2
"(20, 25]", Other-relative, Some-college, White, Male,"(20, 30]", <=50K,2
"(20, 25]", Other-relative, Some-college, White, Male,"(30, 40]", <=50K,7
"(20, 25]", Other-relative, Some-college, White, Male,"(40, 50]", <=50K,1
"(20, 25]", Other-relative, Some-college, White, Male,"(60, 70]", <=50K,2
"(20, 25]", Own-child, 10th, Asian-Pac-Islander, Male,"(20, 30]", <=50K,1
"(20, 25]", Own-child, 10th, Black, Female,"(30, 40]", <=50K,1
"(20, 25]", Own-child, 10th, Black, Male,"(20, 30]", <=50K,1
"(20, 25]", Own-child, 10th, Black, Male,"(30, 40]", <=50K,1
"(20, 25]", Own-child, 10th, White, Female,"(20, 30]", <=50K,2
"(20, 25]", Own-child, 10th, White, Female,"(30, 40]", <=50K,2
"(20, 25]", Own-child, 10th, White, Male,"(10, 20]", <=50K,1
"(20, 25]", Own-child, 10th, White, Male,"(20, 30]", <=50K,1
"(20, 25]", Own-child, 10th, White, Male,"(30, 40]", <=50K,5
"(20, 25]", Own-child, 10th, White, Male,"(40, 50]", <=50K,1
"(20, 25]", Own-child, 11th, Black, Female,"(30, 40]", <=50K,3
"(20, 25]", Own-child, 11th, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Own-child, 11th, White, Female,"(30, 40]", <=50K,4
"(20, 25]", Own-child, 11th, White, Male,"(20, 30]", <=50K,1
"(20, 25]", Own-child, 11th, White, Male,"(30, 40]", <=50K,10
"(20, 25]", Own-child, 11th, White, Male,"(40, 50]", <=50K,6
"(20, 25]", Own-child, 12th, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,2
"(20, 25]", Own-child, 12th, Black, Male,"(10, 20]", <=50K,1
"(20, 25]", Own-child, 12th, Black, Male,"(20, 30]", <=50K,1
"(20, 25]", Own-child, 12th, Black, Male,"(30, 40]", <=50K,2
"(20, 25]", Own-child, 12th, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Own-child, 12th, White, Female,"(30, 40]", <=50K,2
"(20, 25]", Own-child, 12th, White, Male,"(20, 30]", <=50K,1
"(20, 25]", Own-child, 12th, White, Male,"(30, 40]", <=50K,3
"(20, 25]", Own-child, 5th-6th, White, Male,"(30, 40]", <=50K,1
"(20, 25]", Own-child, 7th-8th, Black, Male,"(30, 40]", <=50K,1
"(20, 25]", Own-child, 7th-8th, White, Female,"(30, 40]", <=50K,1
"(20, 25]", Own-child, 7th-8th, White, Male,"(30, 40]", <=50K,6
"(20, 25]", Own-child, 7th-8th, White, Male,"(40, 50]", <=50K,1
"(20, 25]", Own-child, 9th, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(20, 25]", Own-child, 9th, Black, Male,"(10, 20]", <=50K,1
"(20, 25]", Own-child, 9th, Black, Male,"(30, 40]", <=50K,2
"(20, 25]", Own-child, 9th, White, Female,"(30, 40]", <=50K,1
"(20, 25]", Own-child, 9th, White, Male,"(10, 20]", <=50K,1
"(20, 25]", Own-child, 9th, White, Male,"(30, 40]", <=50K,5
"(20, 25]", Own-child, 9th, White, Male,"(40, 50]", <=50K,1
"(20, 25]", Own-child, Assoc-acdm, Black, Female,"(30, 40]", <=50K,2
"(20, 25]", Own-child, Assoc-acdm, Black, Male,"(10, 20]", <=50K,1
"(20, 25]", Own-child, Assoc-acdm, Black, Male,"(40, 50]", <=50K,2
"(20, 25]", Own-child, Assoc-acdm, White, Female,"(0, 10]", <=50K,4
"(20, 25]", Own-child, Assoc-acdm, White, Female,"(10, 20]", <=50K,8
"(20, 25]", Own-child, Assoc-acdm, White, Female,"(20, 30]", <=50K,5
"(20, 25]", Own-child, Assoc-acdm, White, Female,"(30, 40]", <=50K,9
"(20, 25]", Own-child, Assoc-acdm, White, Female,"(60, 70]", <=50K,1
"(20, 25]", Own-child, Assoc-acdm, White, Male,"(0, 10]", <=50K,1
"(20, 25]", Own-child, Assoc-acdm, White, Male,"(10, 20]", <=50K,8
"(20, 25]", Own-child, Assoc-acdm, White, Male,"(20, 30]", <=50K,3
"(20, 25]", Own-child, Assoc-acdm, White, Male,"(30, 40]", <=50K,13
"(20, 25]", Own-child, Assoc-acdm, White, Male,"(40, 50]", <=50K,1
"(20, 25]", Own-child, Assoc-acdm, White, Male,"(50, 60]", <=50K,2
"(20, 25]", Own-child, Assoc-voc, Asian-Pac-Islander, Female,"(10, 20]", <=50K,1
"(20, 25]", Own-child, Assoc-voc, Asian-Pac-Islander, Male,"(30, 40]", <=50K,1
"(20, 25]", Own-child, Assoc-voc, Black, Female,"(30, 40]", <=50K,1
"(20, 25]", Own-child, Assoc-voc, Black, Male,"(30, 40]", <=50K,1
"(20, 25]", Own-child, Assoc-voc, White, Female,"(10, 20]", <=50K,4
"(20, 25]", Own-child, Assoc-voc, White, Female,"(20, 30]", <=50K,3
"(20, 25]", Own-child, Assoc-voc, White, Female,"(30, 40]", <=50K,11
"(20, 25]", Own-child, Assoc-voc, White, Female,"(50, 60]", <=50K,2
